DeviceTag: Brazo,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Euler),StartTime: 2026-01-16 09:06:20.454,© Movella Technologies B.V. 2005-2026
SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
8057800,0.7587,-0.0103,0.0082,0.6512,-0.0042,0.0026,-0.0659,0
8057967,0.7588,-0.0103,0.0082,0.6512,0.0132,-0.0137,-0.0395,0
8058133,0.7587,-0.0103,0.0082,0.6513,-0.0103,-0.0031,-0.0453,0
8058300,0.7588,-0.0103,0.0082,0.6512,0.0004,-0.0099,-0.0717,0
8058467,0.7587,-0.0103,0.0082,0.6512,-0.0020,-0.0106,-0.0452,0
8058633,0.7587,-0.0103,0.0082,0.6512,0.0061,-0.0055,-0.0393,0
8058800,0.7588,-0.0103,0.0082,0.6512,-0.0016,-0.0087,-0.0651,0
8058967,0.7587,-0.0103,0.0082,0.6513,0.0081,-0.0114,-0.0549,0
8059133,0.7587,-0.0103,0.0082,0.6513,-0.0010,-0.0061,-0.0469,0
8059300,0.7587,-0.0103,0.0082,0.6513,0.0070,-0.0065,-0.0588,0
8059467,0.7587,-0.0103,0.0082,0.6513,0.0078,-0.0106,-0.0470,0
8059633,0.7587,-0.0103,0.0082,0.6513,0.0115,-0.0064,-0.0149,0
8059800,0.7587,-0.0103,0.0082,0.6513,0.0042,-0.0095,-0.0462,0
8059967,0.7587,-0.0103,0.0082,0.6513,0.0062,0.0035,-0.0564,0
8060133,0.7587,-0.0103,0.0082,0.6513,0.0072,0.0037,-0.0408,0
8060300,0.7587,-0.0102,0.0082,0.6513,0.0088,0.0079,-0.0271,0
8060467,0.7587,-0.0103,0.0082,0.6513,0.0139,0.0001,-0.0460,0
8060633,0.7587,-0.0103,0.0082,0.6513,-0.0034,-0.0136,-0.0321,0
8060800,0.7587,-0.0102,0.0082,0.6513,0.0022,-0.0166,-0.0569,0
8060967,0.7587,-0.0102,0.0082,0.6513,0.0008,-0.0043,-0.0570,0
8061133,0.7587,-0.0102,0.0082,0.6513,0.0030,0.0115,-0.0330,0
8061300,0.7587,-0.0103,0.0082,0.6513,-0.0014,0.0009,-0.0719,0
8061467,0.7587,-0.0103,0.0082,0.6513,0.0035,-0.0048,-0.0631,0
8061633,0.7587,-0.0103,0.0082,0.6513,-0.0049,-0.0083,-0.0428,0
8061800,0.7587,-0.0103,0.0082,0.6513,-0.0019,-0.0100,-0.0365,0
8061967,0.7587,-0.0103,0.0082,0.6513,-0.0075,0.0071,-0.0300,0
8062133,0.7587,-0.0103,0.0082,0.6513,0.0118,-0.0061,-0.0531,0
8062300,0.7587,-0.0103,0.0082,0.6513,0.0085,0.0078,-0.0403,0
8062467,0.7587,-0.0103,0.0082,0.6513,0.0045,0.0033,-0.0418,0
8062633,0.7587,-0.0103,0.0082,0.6513,0.0042,-0.0103,-0.0439,0
8062800,0.7587,-0.0103,0.0082,0.6513,0.0018,0.0090,-0.0549,0
8062967,0.7587,-0.0103,0.0082,0.6513,-0.0004,0.0067,-0.0453,0
8063133,0.7587,-0.0102,0.0082,0.6513,-0.0043,-0.0033,-0.0454,0
8063300,0.7587,-0.0102,0.0083,0.6513,0.0012,0.0067,-0.0475,0
8063467,0.7587,-0.0102,0.0083,0.6513,0.0044,-0.0012,-0.0453,0
8063633,0.7587,-0.0102,0.0082,0.6513,0.0005,0.0105,-0.0596,0
8063800,0.7587,-0.0102,0.0082,0.6513,0.0025,0.0074,-0.0355,0
8063967,0.7587,-0.0102,0.0082,0.6513,-0.0044,-0.0113,-0.0391,0
8064133,0.7587,-0.0102,0.0082,0.6513,-0.0081,-0.0068,-0.0599,0
8064300,0.7587,-0.0102,0.0082,0.6513,0.0026,-0.0050,-0.0438,0
8064467,0.7587,-0.0102,0.0082,0.6513,0.0015,0.0036,-0.0467,0
8064633,0.7587,-0.0102,0.0082,0.6513,0.0131,0.0069,-0.0391,0
8064800,0.7587,-0.0102,0.0082,0.6513,-0.0070,-0.0093,-0.0330,0
8064967,0.7587,-0.0102,0.0082,0.6513,-0.0028,0.0073,-0.0442,0
8065133,0.7587,-0.0102,0.0083,0.6513,0.0074,0.0035,-0.0381,0
8065300,0.7587,-0.0102,0.0083,0.6513,0.0052,0.0018,-0.0598,0
8065467,0.7587,-0.0102,0.0083,0.6513,-0.0071,-0.0034,-0.0586,0
8065633,0.7587,-0.0102,0.0083,0.6513,0.0062,0.0025,-0.0467,0
8065800,0.7587,-0.0102,0.0083,0.6513,-0.0069,-0.0059,-0.0358,0
8065967,0.7587,-0.0102,0.0083,0.6513,0.0164,-0.0018,-0.0268,0
8066133,0.7587,-0.0102,0.0083,0.6513,0.0024,-0.0090,-0.0354,0
8066300,0.7587,-0.0102,0.0083,0.6513,0.0146,0.0000,-0.0323,0
8066467,0.7587,-0.0102,0.0083,0.6513,0.0080,0.0047,-0.0501,0
8066633,0.7587,-0.0102,0.0082,0.6513,0.0018,-0.0009,-0.0466,0
8066800,0.7587,-0.0102,0.0082,0.6513,0.0106,-0.0026,-0.0401,0
8066967,0.7587,-0.0102,0.0082,0.6513,0.0037,0.0051,-0.0618,0
8067133,0.7587,-0.0102,0.0082,0.6513,0.0061,-0.0106,-0.0354,0
8067300,0.7587,-0.0102,0.0082,0.6513,0.0196,-0.0108,-0.0372,0
8067467,0.7587,-0.0102,0.0082,0.6513,-0.0034,-0.0055,-0.0293,0
8067633,0.7587,-0.0102,0.0082,0.6513,-0.0025,-0.0070,-0.0459,0
8067800,0.7587,-0.0102,0.0082,0.6513,0.0077,-0.0072,-0.0389,0
8067967,0.7587,-0.0102,0.0082,0.6513,0.0049,-0.0079,-0.0474,0
8068133,0.7587,-0.0102,0.0082,0.6513,0.0070,-0.0062,-0.0341,0
8068300,0.7587,-0.0102,0.0082,0.6513,0.0159,-0.0173,-0.0469,0
8068467,0.7587,-0.0102,0.0082,0.6513,0.0113,-0.0064,-0.0298,0
8068633,0.7587,-0.0102,0.0082,0.6513,0.0063,-0.0155,-0.0308,0
8068800,0.7587,-0.0102,0.0082,0.6513,0.0021,-0.0115,-0.0487,0
8068967,0.7587,-0.0102,0.0082,0.6513,0.0156,-0.0190,-0.0330,0
8069133,0.7587,-0.0101,0.0082,0.6513,-0.0049,-0.0090,-0.0625,0
8069300,0.7587,-0.0102,0.0082,0.6513,0.0122,-0.0114,-0.0576,0
8069467,0.7587,-0.0102,0.0082,0.6513,0.0114,-0.0136,-0.0435,0
8069633,0.7587,-0.0101,0.0082,0.6513,-0.0086,0.0068,-0.0312,0
8069800,0.7587,-0.0101,0.0082,0.6513,0.0065,-0.0023,-0.0508,0
8069967,0.7587,-0.0101,0.0082,0.6513,0.0062,-0.0043,-0.0505,0
8070133,0.7587,-0.0101,0.0082,0.6513,0.0153,-0.0009,-0.0405,0
8070300,0.7587,-0.0101,0.0082,0.6513,0.0022,-0.0179,-0.0367,0
8070467,0.7587,-0.0101,0.0082,0.6513,-0.0004,-0.0031,-0.0542,0
8070634,0.7587,-0.0101,0.0082,0.6513,0.0030,-0.0016,-0.0337,0
8070800,0.7587,-0.0101,0.0082,0.6513,0.0047,-0.0014,-0.0473,0
8070967,0.7587,-0.0101,0.0082,0.6513,0.0138,-0.0186,-0.0346,0
8071134,0.7587,-0.0101,0.0082,0.6513,0.0061,-0.0026,-0.0684,0
8071300,0.7587,-0.0101,0.0082,0.6513,-0.0010,-0.0064,-0.0547,0
8071467,0.7587,-0.0101,0.0082,0.6513,-0.0022,-0.0113,-0.0570,0
8071634,0.7587,-0.0101,0.0082,0.6513,0.0156,-0.0151,-0.0571,0
8071800,0.7587,-0.0101,0.0082,0.6513,0.0099,0.0056,-0.0454,0
8071967,0.7587,-0.0101,0.0082,0.6513,0.0139,0.0106,-0.0400,0
8072134,0.7587,-0.0101,0.0082,0.6513,0.0061,-0.0028,-0.0241,0
8072300,0.7587,-0.0101,0.0082,0.6513,0.0064,-0.0033,-0.0368,0
8072467,0.7587,-0.0101,0.0082,0.6513,-0.0031,-0.0149,-0.0393,0
8072634,0.7587,-0.0101,0.0082,0.6513,0.0100,-0.0028,-0.0629,0
8072800,0.7587,-0.0101,0.0082,0.6513,-0.0025,-0.0035,-0.0376,0
8072967,0.7587,-0.0101,0.0082,0.6513,0.0162,-0.0054,-0.0369,0
8073134,0.7587,-0.0101,0.0082,0.6513,0.0051,0.0077,-0.0518,0
8073300,0.7587,-0.0101,0.0082,0.6513,-0.0052,-0.0053,-0.0366,0
8073467,0.7587,-0.0101,0.0082,0.6513,0.0073,0.0141,-0.0410,0
8073634,0.7587,-0.0101,0.0082,0.6513,0.0122,-0.0135,-0.0567,0
8073800,0.7587,-0.0101,0.0082,0.6513,0.0110,-0.0101,-0.0325,0
8073967,0.7587,-0.0101,0.0082,0.6513,0.0075,-0.0107,-0.0674,0
8074134,0.7587,-0.0101,0.0082,0.6513,0.0062,-0.0186,-0.0449,0
8074300,0.7587,-0.0101,0.0082,0.6513,0.0037,-0.0020,-0.0644,0
8074467,0.7587,-0.0101,0.0082,0.6513,0.0118,0.0055,-0.0456,0
8074634,0.7587,-0.0101,0.0082,0.6513,-0.0043,-0.0034,-0.0417,0
8074800,0.7587,-0.0101,0.0082,0.6513,0.0074,-0.0102,-0.0275,0
8074967,0.7587,-0.0100,0.0082,0.6513,0.0065,0.0006,-0.0506,0
8075134,0.7587,-0.0100,0.0082,0.6513,0.0146,-0.0075,-0.0335,0
8075300,0.7587,-0.0100,0.0082,0.6513,-0.0032,-0.0105,-0.0316,0
8075467,0.7587,-0.0100,0.0082,0.6513,0.0116,0.0004,-0.0629,0
8075634,0.7587,-0.0100,0.0082,0.6513,0.0089,0.0102,-0.0337,0
8075800,0.7587,-0.0100,0.0082,0.6513,0.0118,-0.0030,-0.0232,0
8075967,0.7587,-0.0100,0.0082,0.6513,0.0073,-0.0125,-0.0244,0
8076134,0.7587,-0.0100,0.0082,0.6513,0.0142,-0.0058,-0.0335,0
8076300,0.7587,-0.0100,0.0082,0.6513,-0.0071,-0.0028,-0.0453,0
8076467,0.7587,-0.0100,0.0082,0.6513,0.0060,-0.0163,-0.0441,0
8076634,0.7587,-0.0103,0.0083,0.6513,0.0059,-0.0067,-0.0354,0
8076800,0.7587,-0.0103,0.0083,0.6513,-0.0023,-0.0034,-0.0560,0
8076967,0.7587,-0.0103,0.0083,0.6513,-0.0093,0.0120,-0.0435,0
8077134,0.7587,-0.0103,0.0083,0.6513,-0.0140,-0.0050,-0.0410,0
8077300,0.7587,-0.0103,0.0083,0.6513,0.0059,-0.0012,-0.0597,0
8077467,0.7587,-0.0103,0.0083,0.6513,0.0041,0.0140,-0.0494,0
8077634,0.7587,-0.0103,0.0083,0.6513,-0.0049,0.0005,-0.0362,0
8077800,0.7587,-0.0103,0.0083,0.6513,0.0126,0.0097,-0.0519,0
8077967,0.7587,-0.0103,0.0083,0.6513,0.0020,-0.0004,-0.0387,0
8078134,0.7587,-0.0103,0.0083,0.6513,0.0098,-0.0000,-0.0660,0
8078300,0.7587,-0.0103,0.0083,0.6513,-0.0014,0.0099,-0.0436,0
8078467,0.7587,-0.0103,0.0083,0.6513,0.0002,-0.0031,-0.0433,0
8078634,0.7587,-0.0103,0.0083,0.6513,-0.0059,0.0023,-0.0397,0
8078800,0.7587,-0.0103,0.0083,0.6513,0.0094,0.0011,-0.0369,0
8078967,0.7587,-0.0103,0.0083,0.6513,-0.0117,0.0013,-0.0324,0
8079134,0.7587,-0.0103,0.0083,0.6513,0.0091,-0.0078,-0.0382,0
8079300,0.7587,-0.0103,0.0083,0.6513,-0.0009,-0.0081,-0.0438,0
8079467,0.7587,-0.0103,0.0083,0.6513,0.0093,-0.0010,-0.0515,0
8079634,0.7587,-0.0103,0.0083,0.6513,0.0184,0.0025,-0.0597,0
8079800,0.7587,-0.0103,0.0083,0.6513,-0.0006,-0.0063,-0.0497,0
8079967,0.7587,-0.0103,0.0083,0.6513,0.0113,-0.0086,-0.0342,0
8080134,0.7587,-0.0103,0.0083,0.6513,0.0079,0.0020,-0.0354,0
8080300,0.7587,-0.0103,0.0083,0.6513,-0.0050,0.0070,-0.0212,0
8080467,0.7587,-0.0103,0.0083,0.6513,0.0010,-0.0029,-0.0435,0
8080634,0.7587,-0.0103,0.0083,0.6513,0.0086,-0.0025,-0.0261,0
8080800,0.7587,-0.0103,0.0083,0.6513,-0.0022,0.0091,-0.0657,0
8080967,0.7587,-0.0103,0.0083,0.6513,0.0095,-0.0075,-0.0407,0
8081134,0.7587,-0.0103,0.0083,0.6513,-0.0051,0.0092,-0.0459,0
8081300,0.7587,-0.0103,0.0083,0.6513,-0.0057,-0.0059,-0.0707,0
8081467,0.7587,-0.0103,0.0083,0.6513,0.0068,-0.0099,-0.0352,0
8081634,0.7587,-0.0103,0.0083,0.6513,0.0047,0.0056,-0.0440,0
8081800,0.7587,-0.0103,0.0082,0.6513,0.0017,-0.0175,-0.0286,0
8081967,0.7587,-0.0103,0.0082,0.6513,0.0069,-0.0103,-0.0538,0
8082134,0.7587,-0.0103,0.0082,0.6513,-0.0126,0.0050,-0.0544,0
8082300,0.7587,-0.0103,0.0082,0.6513,-0.0013,-0.0048,-0.0500,0
8082467,0.7587,-0.0103,0.0082,0.6513,-0.0076,-0.0035,-0.0456,0
8082634,0.7587,-0.0103,0.0082,0.6513,-0.0002,0.0022,-0.0485,0
8082800,0.7587,-0.0103,0.0083,0.6513,0.0000,-0.0202,-0.0368,0
8082967,0.7587,-0.0103,0.0083,0.6513,0.0044,0.0069,-0.0379,0
8083134,0.7587,-0.0103,0.0083,0.6513,0.0046,-0.0043,-0.0209,0
8083300,0.7587,-0.0103,0.0083,0.6513,-0.0042,-0.0123,-0.0359,0
8083467,0.7587,-0.0103,0.0083,0.6513,0.0017,-0.0018,-0.0346,0
8083634,0.7587,-0.0103,0.0082,0.6513,-0.0032,-0.0038,-0.0278,0
8083800,0.7587,-0.0103,0.0083,0.6513,0.0055,0.0075,-0.0500,0
8083967,0.7587,-0.0103,0.0083,0.6513,0.0017,-0.0010,-0.0462,0
8084134,0.7587,-0.0103,0.0082,0.6513,-0.0030,0.0100,-0.0451,0
8084300,0.7587,-0.0103,0.0082,0.6513,-0.0044,-0.0059,-0.0395,0
8084467,0.7587,-0.0103,0.0083,0.6513,-0.0052,-0.0013,-0.0348,0
8084634,0.7587,-0.0103,0.0082,0.6513,0.0082,-0.0059,-0.0442,0
8084800,0.7587,-0.0103,0.0082,0.6513,-0.0014,-0.0057,-0.0443,0
8084967,0.7587,-0.0103,0.0082,0.6513,-0.0019,-0.0037,-0.0343,0
8085134,0.7587,-0.0103,0.0082,0.6513,0.0097,-0.0034,-0.0555,0
8085300,0.7587,-0.0103,0.0082,0.6513,0.0030,-0.0054,-0.0298,0
8085467,0.7587,-0.0103,0.0082,0.6513,0.0049,0.0045,-0.0258,0
8085634,0.7587,-0.0103,0.0082,0.6513,-0.0002,-0.0002,-0.0378,0
8085800,0.7587,-0.0103,0.0082,0.6513,-0.0024,-0.0061,-0.0345,0
8085967,0.7587,-0.0103,0.0082,0.6513,-0.0035,-0.0131,-0.0462,0
8086134,0.7587,-0.0103,0.0082,0.6513,-0.0125,-0.0088,-0.0339,0
8086300,0.7587,-0.0103,0.0082,0.6513,0.0069,-0.0150,-0.0487,0
8086467,0.7587,-0.0103,0.0082,0.6513,-0.0004,0.0029,-0.0445,0
8086634,0.7587,-0.0103,0.0082,0.6513,0.0064,0.0116,-0.0478,0
8086800,0.7587,-0.0103,0.0082,0.6513,-0.0010,0.0125,-0.0394,0
8086967,0.7587,-0.0103,0.0082,0.6513,0.0050,-0.0058,-0.0514,0
8087134,0.7587,-0.0103,0.0082,0.6513,0.0033,0.0035,-0.0579,0
8087301,0.7587,-0.0103,0.0082,0.6513,-0.0004,-0.0036,-0.0494,0
8087467,0.7587,-0.0103,0.0082,0.6513,0.0135,-0.0039,-0.0201,0
8087634,0.7587,-0.0103,0.0082,0.6513,0.0046,0.0012,-0.0327,0
8087801,0.7587,-0.0103,0.0082,0.6513,0.0024,-0.0050,-0.0436,0
8087967,0.7587,-0.0103,0.0082,0.6513,0.0171,0.0066,-0.0303,0
8088134,0.7587,-0.0103,0.0082,0.6513,-0.0049,0.0169,-0.0336,0
8088301,0.7587,-0.0103,0.0082,0.6513,0.0136,-0.0085,-0.0630,0
8088467,0.7587,-0.0103,0.0082,0.6513,0.0184,-0.0072,-0.0377,0
8088634,0.7587,-0.0103,0.0082,0.6513,0.0061,-0.0076,-0.0442,0
8088801,0.7587,-0.0103,0.0082,0.6513,0.0086,0.0028,-0.0294,0
8088967,0.7587,-0.0103,0.0082,0.6513,0.0025,-0.0136,-0.0488,0
8089134,0.7587,-0.0103,0.0082,0.6513,-0.0025,0.0080,-0.0345,0
8089301,0.7587,-0.0103,0.0082,0.6513,0.0020,-0.0028,-0.0448,0
8089467,0.7587,-0.0102,0.0082,0.6513,-0.0054,-0.0035,-0.0280,0
8089634,0.7587,-0.0102,0.0082,0.6513,0.0105,-0.0118,-0.0454,0
8089801,0.7587,-0.0102,0.0082,0.6513,0.0046,-0.0058,-0.0247,0
8089967,0.7587,-0.0102,0.0082,0.6513,0.0191,-0.0040,-0.0293,0
8090134,0.7587,-0.0102,0.0082,0.6513,-0.0008,-0.0089,-0.0484,0
8090301,0.7587,-0.0102,0.0082,0.6513,0.0160,0.0006,-0.0591,0
8090467,0.7587,-0.0102,0.0082,0.6513,0.0095,-0.0004,-0.0342,0
8090634,0.7587,-0.0102,0.0082,0.6513,0.0050,-0.0018,-0.0530,0
8090801,0.7587,-0.0102,0.0082,0.6513,0.0044,-0.0097,-0.0320,0
8090967,0.7587,-0.0102,0.0082,0.6513,0.0014,0.0051,-0.0694,0
8091134,0.7587,-0.0102,0.0082,0.6513,0.0022,0.0016,-0.0480,0
8091301,0.7587,-0.0102,0.0082,0.6513,0.0139,0.0052,-0.0520,0
8091467,0.7587,-0.0102,0.0082,0.6513,0.0141,0.0063,-0.0166,0
8091634,0.7587,-0.0102,0.0082,0.6513,-0.0032,0.0005,-0.0382,0
8091801,0.7587,-0.0102,0.0082,0.6513,0.0157,-0.0040,-0.0359,0
8091967,0.7587,-0.0102,0.0083,0.6513,0.0130,-0.0014,-0.0314,0
8092134,0.7587,-0.0102,0.0083,0.6513,-0.0054,-0.0086,-0.0489,0
8092301,0.7587,-0.0102,0.0083,0.6513,0.0003,0.0103,-0.0358,0
8092467,0.7587,-0.0102,0.0083,0.6513,-0.0082,0.0008,-0.0565,0
8092634,0.7587,-0.0102,0.0083,0.6513,0.0091,0.0053,-0.0282,0
8092801,0.7587,-0.0102,0.0083,0.6513,-0.0022,-0.0011,-0.0612,0
8092967,0.7587,-0.0102,0.0083,0.6513,0.0016,-0.0047,-0.0430,0
8093134,0.7587,-0.0102,0.0083,0.6513,0.0031,-0.0024,-0.0503,0
8093301,0.7587,-0.0102,0.0083,0.6513,0.0041,-0.0172,-0.0166,0
8093467,0.7587,-0.0102,0.0083,0.6513,0.0028,0.0073,-0.0469,0
8093634,0.7587,-0.0102,0.0083,0.6513,-0.0123,-0.0049,-0.0148,0
8093801,0.7587,-0.0102,0.0083,0.6513,0.0006,0.0058,-0.0313,0
8093967,0.7587,-0.0102,0.0083,0.6513,0.0105,-0.0085,-0.0368,0
8094134,0.7587,-0.0102,0.0083,0.6513,-0.0042,-0.0068,-0.0301,0
8094301,0.7587,-0.0102,0.0083,0.6513,-0.0047,-0.0040,-0.0354,0
8094467,0.7587,-0.0102,0.0083,0.6513,0.0076,0.0103,-0.0437,0
8094634,0.7587,-0.0102,0.0083,0.6513,-0.0032,0.0036,-0.0376,0
8094801,0.7587,-0.0102,0.0083,0.6513,0.0075,0.0026,-0.0593,0
8094967,0.7587,-0.0102,0.0083,0.6513,0.0093,-0.0072,-0.0431,0
8095134,0.7587,-0.0102,0.0083,0.6513,-0.0001,-0.0081,-0.0486,0
8095301,0.7587,-0.0102,0.0083,0.6513,-0.0042,-0.0006,-0.0348,0
8095467,0.7587,-0.0102,0.0083,0.6513,0.0085,-0.0033,-0.0484,0
8095634,0.7587,-0.0102,0.0084,0.6513,0.0091,0.0007,-0.0333,0
8095801,0.7587,-0.0102,0.0084,0.6513,0.0058,-0.0022,-0.0278,0
8095967,0.7587,-0.0102,0.0084,0.6513,0.0110,-0.0027,-0.0428,0
8096134,0.7587,-0.0102,0.0084,0.6513,-0.0010,-0.0064,-0.0332,0
8096301,0.7587,-0.0102,0.0084,0.6513,0.0053,0.0042,-0.0296,0
8096467,0.7587,-0.0102,0.0084,0.6513,0.0130,-0.0112,-0.0309,0
8096634,0.7587,-0.0102,0.0083,0.6513,0.0027,-0.0013,-0.0434,0
8096801,0.7587,-0.0102,0.0083,0.6513,-0.0008,-0.0013,-0.0578,0
8096967,0.7587,-0.0102,0.0083,0.6513,0.0096,-0.0048,-0.0500,0
8097134,0.7587,-0.0102,0.0083,0.6513,0.0098,0.0032,-0.0584,0
8097301,0.7587,-0.0102,0.0083,0.6513,0.0147,0.0057,-0.0393,0
8097467,0.7587,-0.0102,0.0083,0.6513,0.0137,0.0172,-0.0297,0
8097634,0.7587,-0.0103,0.0083,0.6513,0.0033,0.0107,-0.0423,0
8097801,0.7587,-0.0103,0.0083,0.6513,-0.0011,-0.0021,-0.0531,0
8097967,0.7587,-0.0103,0.0083,0.6513,0.0082,-0.0065,-0.0620,0
8098134,0.7587,-0.0102,0.0083,0.6513,0.0006,0.0085,-0.0376,0
8098301,0.7587,-0.0102,0.0083,0.6513,0.0008,-0.0018,-0.0290,0
8098467,0.7587,-0.0102,0.0083,0.6513,0.0148,0.0092,-0.0494,0
8098634,0.7587,-0.0102,0.0083,0.6513,0.0016,-0.0039,-0.0306,0
8098801,0.7587,-0.0102,0.0083,0.6513,0.0012,-0.0025,-0.0494,0
8098967,0.7587,-0.0102,0.0083,0.6513,0.0097,-0.0025,-0.0515,0
8099134,0.7587,-0.0102,0.0083,0.6513,0.0139,-0.0116,-0.0722,0
8099301,0.7587,-0.0102,0.0083,0.6513,0.0179,-0.0155,-0.0413,0
8099467,0.7587,-0.0102,0.0083,0.6513,0.0090,-0.0066,-0.0331,0
8099634,0.7587,-0.0102,0.0083,0.6513,0.0012,-0.0029,-0.0557,0
8099801,0.7587,-0.0102,0.0083,0.6513,0.0141,-0.0028,-0.0560,0
8099967,0.7587,-0.0102,0.0083,0.6513,0.0077,0.0034,-0.0468,0
8100134,0.7587,-0.0102,0.0083,0.6513,-0.0012,-0.0041,-0.0255,0
8100301,0.7587,-0.0102,0.0083,0.6513,0.0051,-0.0038,-0.0666,0
8100467,0.7588,-0.0102,0.0083,0.6512,0.0012,-0.0013,-0.0387,0
8100634,0.7588,-0.0102,0.0083,0.6512,0.0265,0.0015,-0.0416,0
8100801,0.7588,-0.0102,0.0083,0.6512,0.0080,-0.0011,-0.0434,0
8100967,0.7588,-0.0102,0.0083,0.6512,-0.0076,0.0071,-0.0381,0
8101134,0.7588,-0.0102,0.0083,0.6512,0.0031,-0.0002,-0.0405,0
8101301,0.7587,-0.0102,0.0083,0.6513,-0.0037,-0.0102,-0.0378,0
8101467,0.7587,-0.0102,0.0083,0.6513,0.0009,-0.0087,-0.0419,0
8101634,0.7587,-0.0102,0.0083,0.6513,0.0087,0.0011,-0.0467,0
8101801,0.7587,-0.0103,0.0083,0.6513,0.0094,0.0017,-0.0431,0
8101967,0.7587,-0.0103,0.0083,0.6513,0.0110,0.0068,-0.0378,0
8102134,0.7587,-0.0103,0.0083,0.6513,0.0090,-0.0063,-0.0413,0
8102301,0.7587,-0.0103,0.0083,0.6513,0.0153,0.0016,-0.0356,0
8102467,0.7587,-0.0103,0.0083,0.6513,0.0064,-0.0038,-0.0347,0
8102634,0.7587,-0.0103,0.0083,0.6513,-0.0030,0.0039,-0.0391,0
8102801,0.7587,-0.0103,0.0083,0.6513,0.0132,-0.0075,-0.0435,0
8102967,0.7587,-0.0103,0.0083,0.6513,0.0173,0.0001,-0.0422,0
8103134,0.7587,-0.0103,0.0083,0.6513,0.0188,0.0025,-0.0405,0
8103301,0.7587,-0.0103,0.0083,0.6513,0.0039,-0.0016,-0.0470,0
8103467,0.7587,-0.0103,0.0083,0.6513,0.0017,0.0053,-0.0575,0
8103634,0.7587,-0.0103,0.0083,0.6513,0.0076,0.0080,-0.0368,0
8103801,0.7587,-0.0103,0.0083,0.6513,0.0048,0.0036,-0.0341,0
8103968,0.7587,-0.0103,0.0083,0.6513,0.0070,0.0144,-0.0613,0
8104134,0.7587,-0.0103,0.0083,0.6513,-0.0019,0.0007,-0.0253,0
8104301,0.7587,-0.0103,0.0083,0.6513,0.0106,0.0091,-0.0384,0
8104468,0.7587,-0.0103,0.0083,0.6513,0.0080,0.0132,-0.0304,0
8104634,0.7587,-0.0103,0.0083,0.6513,0.0077,0.0098,-0.0377,0
8104801,0.7587,-0.0103,0.0083,0.6513,0.0159,-0.0052,-0.0295,0
8104968,0.7587,-0.0103,0.0083,0.6513,0.0085,0.0238,-0.0328,0
8105134,0.7587,-0.0103,0.0083,0.6513,0.0128,-0.0019,-0.0588,0
8105301,0.7587,-0.0103,0.0083,0.6513,0.0029,0.0151,-0.0311,0
8105468,0.7587,-0.0103,0.0083,0.6513,0.0114,-0.0008,-0.0514,0
8105634,0.7587,-0.0103,0.0083,0.6513,0.0038,0.0007,-0.0358,0
8105801,0.7587,-0.0103,0.0083,0.6513,-0.0064,-0.0072,-0.0406,0
8105968,0.7587,-0.0103,0.0083,0.6513,0.0017,0.0012,-0.0286,0
8106134,0.7587,-0.0103,0.0083,0.6513,-0.0070,-0.0099,-0.0453,0
8106301,0.7587,-0.0103,0.0083,0.6513,0.0113,-0.0016,-0.0508,0
8106468,0.7588,-0.0103,0.0083,0.6512,0.0136,-0.0028,-0.0304,0
8106634,0.7587,-0.0103,0.0083,0.6513,0.0029,-0.0072,-0.0446,0
8106801,0.7587,-0.0103,0.0083,0.6513,0.0158,0.0086,-0.0380,0
8106968,0.7588,-0.0103,0.0083,0.6512,-0.0092,0.0018,-0.0456,0
8107134,0.7588,-0.0102,0.0083,0.6512,0.0091,-0.0006,-0.0429,0
8107301,0.7588,-0.0102,0.0083,0.6512,-0.0004,-0.0035,-0.0447,0
8107468,0.7588,-0.0102,0.0083,0.6512,0.0111,-0.0004,-0.0511,0
8107634,0.7588,-0.0102,0.0083,0.6512,0.0100,0.0127,-0.0399,0
8107801,0.7588,-0.0102,0.0083,0.6512,0.0030,0.0107,-0.0431,0
8107968,0.7588,-0.0102,0.0083,0.6512,0.0013,-0.0157,-0.0535,0
8108134,0.7588,-0.0102,0.0083,0.6512,-0.0115,-0.0034,-0.0302,0
8108301,0.7588,-0.0102,0.0083,0.6512,0.0122,0.0057,-0.0445,0
8108468,0.7588,-0.0102,0.0083,0.6512,0.0081,0.0013,-0.0358,0
8108634,0.7588,-0.0102,0.0083,0.6512,-0.0109,-0.0126,-0.0431,0
8108801,0.7588,-0.0102,0.0083,0.6512,-0.0067,-0.0057,-0.0487,0
8108968,0.7588,-0.0102,0.0083,0.6512,0.0076,0.0168,-0.0419,0
8109134,0.7588,-0.0102,0.0083,0.6512,-0.0031,-0.0020,-0.0344,0
8109301,0.7588,-0.0102,0.0083,0.6512,0.0115,-0.0042,-0.0456,0
8109468,0.7588,-0.0102,0.0083,0.6512,0.0103,0.0141,-0.0342,0
8109634,0.7588,-0.0102,0.0083,0.6512,0.0099,0.0014,-0.0170,0
8109801,0.7588,-0.0102,0.0083,0.6512,0.0097,-0.0030,-0.0330,0
